id,title,predicted_category,confidence
116854,NBA例行賽 暴龍VS勇士賽後回顧2025.1.14,賽事戰報,0.9816
118532,【NBA2024-25】Brandin Podziemski打破球星神仙打架，湖人勇士的季後賽氛圍交手回顧,賽事戰報,0.9816
118692,【NBA2024-25】老鬼威能真難料，慌亂勇士遭馬刺絕殺跌落季後賽門外,賽事戰報,0.9816
118946,【NBA24-25:季後賽】防守焦土裡尋找答案，Curry與Butler反客為主拆解火箭,賽事戰報,0.9816
119091,《2025 NBA Playoffs》熱騎大戰R1G3—南灘大軍潰不成軍，季後賽主場七連敗,賽事戰報,0.9816
119513,《2025 NBA Playoffs》勇士對灰狼：Edwards 單節爆發，一節決定比賽勝負,賽事戰報,0.9816
111178,未能順利演完的31分驚天逆轉秀，牛艇G4賽後分析─查理聊小牛ep13,賽事戰報,0.9815
118943,【NBA24-25:季後賽】雷霆塞爾提克強勢出擊，防守血洗灰熊魔術寫歷史新頁,賽事戰報,0.9815
119005,【NBA24-25:季後賽】雷霆溜馬快到對手守不住，灰熊公鹿防守得要有取捨,賽事戰報,0.9815
119922,【NBA24-25:季後賽】相隔25年重返總決賽，溜馬封鎖尼克雙柱Run to Win,賽事戰報,0.9815
110998,《金塊湖人系列賽》金塊拿下首勝！讓金塊球迷幫湖人想想要怎麼贏,賽事戰報,0.9814
111766,NBA季後賽》Luka Doncic、Kyrie Irving雙星打底  獨行俠逆轉灰狼搶首勝,賽事戰報,0.9814
119354,《2025 NBA Playoffs》Curry傷退沒關係，Hield再成勇士英雄,賽事戰報,0.9814
107640,《2023-24北大荒札記》G4－19分領先與那個姓Murray的男孩,賽事戰報,0.9813
111751,8年6次的東冠經驗輾壓，淺談溜馬塞爾蒂克G1,賽事戰報,0.9813
111062,籃球之神總會眷顧，牛艇G2賽後分析─查理聊小牛ep11,賽事戰報,0.9812
116118,【NBA2024-25】太陽三分光芒高高掛，18記外線破網射穿勇士大軍壓境,賽事戰報,0.9812
117928,【NBA2024-25】連勝的美妙滋味騎士最懂，公牛將士用命都不敵末節被一波流血洗,賽事戰報,0.9812
119138,【NBA24-25:季後賽】Jimmy Butler的缺陣喚醒綠葉，勇士變陣用經驗收服火箭,賽事戰報,0.9812
119291,【NBA24-25:季後賽】下半場一波流相互往來，有防守的溜馬讓騎士只能低頭,賽事戰報,0.9812
119467,【NBA24-25:季後賽】灰狼重創禁區末節破防，勇士要用防守贏球真有可能？,賽事戰報,0.9812
119609,【NBA24-25:季後賽】塞爾提克最慘烈的離開，讓尼克從逆襲蛻變為迎接挑戰,賽事戰報,0.9812
119066,【NBA24-25:季後賽】先發換將加強火力，公鹿雙雄寫紀錄並修理溜馬,賽事戰報,0.9811
108746,葬送21分領先  活塞遭綠衫軍逆轉  28連敗灰暗紀錄持續推進,賽事戰報,0.981
111621,《2024 Playoffs》灰狼 VS. 金塊G6──一個人守不住，那就全隊一起守,賽事戰報,0.981
111812,NBA季後賽》Luka Doncic致勝三分彈  獨行俠再度逆轉灰狼,賽事戰報,0.981
111815,《綠血烏邦圖》杰倫不讓 狂飆40分突破第二戰魔咒 波士頓塞爾提克 ECF GAME2 賽後分析,賽事戰報,0.981
119042,NBA》快艇全員皆兵團戰奏效  金塊一路挨打吞敗,賽事戰報,0.981
119182,【NBA24-25:季後賽】Jamal Murray殺神回歸，金塊變招展現求勝意志退快艇,賽事戰報,0.981
119512,《2025 NBA Playoffs》灰狼VS.勇士G4──狼王覺醒,賽事戰報,0.981
108711,Cade Cunningham力挽狂瀾無用  活塞慘破單季連敗紀錄,賽事戰報,0.9809
110087,Aaron Gordon暴扣一飛沖天  頂尖對決金塊力克塞爾提克,賽事戰報,0.9809
115949,《2024-25 芝加哥公牛例行賽戰報》G15 活塞籃板優勢未能抵擋公牛火燙手感,賽事戰報,0.9809
108213,風雨飄搖的一週—奧克拉荷馬雷霆週報（5）,賽事戰報,0.9808
116414,《NBA Cup》公鹿籤運助攻瑕不掩瑜 球星聯手、大型鋒線仍是奪冠方程式,賽事戰報,0.9808
116428,《極度專注所收穫的51分復仇勝利》-灰熊對勇士戰報,賽事戰報,0.9808
117673,【NBA2024-25】Lebron James全力釋放打退拓荒者，湖人面臨防守與節奏適應困境之探究,賽事戰報,0.9808
118479,【NBA2024-25】LeBron James的「Not in My House」  湖人防守奏效阻擋火箭升空,賽事戰報,0.9808
119239,《2025 NBA Playoffs》勇士雙引擎末節熄火，火箭再下一城，戰線延長至G7,賽事戰報,0.9808
119554,【NBA24-25:季後賽】全能Brown聯手Kornet悍防，塞爾提克主場守成續命再戰,賽事戰報,0.9808
110879,【NBA附加賽分析】輸在自己，無話可說,賽事戰報,0.9807
111579,NBA季後賽》Jokic猛攻40分寫紀錄率金塊聽牌 Brunson豪取44分助尼克擊退溜馬,賽事戰報,0.9807
117493,【NBA2024-25】精準執行每次出手的生涯新高55分，Jamal Murray身為二當家對金塊的必要,賽事戰報,0.9807
119195,【NBA24-25:季後賽】三節不到就讓勇士投降，火箭攻防一體有如銅牆鐵壁,賽事戰報,0.9807
119828,《2025 NBA Playoffs》灰狼VS.雷霆G4──無法瓦解的戰術理念,賽事戰報,0.9807
107778,【NBA例行賽】只會打東區是不是—奧克拉荷馬雷霆週報（2）,賽事戰報,0.9806
111602,NBA季後賽》Doncic大三元率獨行俠擊敗雷霆聽牌 塞爾提克搶先闖進東區冠軍賽,賽事戰報,0.9806
118720,【NBA2024-25】Anthony Davis奪大三元差點大四喜，獨行俠打活攻防輕取暴龍,賽事戰報,0.9806
119264,【NBA24-25:季後賽】金塊眾志成城並專注攻防，重擊快艇準備整軍挑戰雷霆,賽事戰報,0.9806
111468,NBA季後賽》Doncic帶傷轟29分率小牛斬斷雷霆連勝 騎士大勝塞爾提克扳平戰局,賽事戰報,0.9805
116201,【豬籠草上飛】火湖大戰，出乎意料的單方壓制,賽事戰報,0.9805
117486,【NBA2024-25】機動性禁區才是真解藥，爵士狂轟猛炸撕裂湖人連LeBron James也救不了,賽事戰報,0.9805
111257,《2024 NBA季後賽》紅花不開，綠葉茂盛也是枉然，Luka Doncic才是真．超級巨星,賽事戰報,0.9804
111675,NBA》下半場瘋狂逆襲  灰狼扳倒衛冕軍金塊勇闖西區冠軍賽,賽事戰報,0.9804
117002,NBA》Nikola Jokic再繳大三元  金塊力退貧攻魔術,賽事戰報,0.9804
119086,【NBA24-25:季後賽】少了人還有團隊的寶貴，Stephen Curry再次凝聚勇士拉下火箭,賽事戰報,0.9804
111549,NBA季後賽》騎士欠缺Mitchell仍頑抗  塞爾提克奪勝聽牌不見喜色,賽事戰報,0.9803
116935,NBA例行賽 灰狼VS勇士賽後回顧2025.1.16,賽事戰報,0.9803
117962,【NBA2024-25】Russell Westbrook懲罰放投跨越DeMar DeRozan大爆發，金塊短傳破解圍困砸傷國王,賽事戰報,0.9803
119283,【NBA24-25:季後賽】火箭迷航陷泥淖，Buddy Hield異軍突起助勇士突圍首輪,賽事戰報,0.9803
119325,【NBA24-25:季後賽】神之左手降臨逼入延長，尼克餓虎撲羊施壓擊倒塞爾提克,賽事戰報,0.9803
108427,Jaren Jackson Jr.飆破本季新高  不敵Luka Dončić帶動小牛外線火網,賽事戰報,0.9801
110759,NBA》Brandon Ingram復出前先穩腳步  Zion Williamson、CJ McCollum助鵜鶘力退國王跳脫亂集團,賽事戰報,0.9801
111011,《2024 NBA季後賽》Damian Lillard上半場予取予求，公鹿用進攻「守住」失魂溜馬,賽事戰報,0.9801
111310,《奧蘭多戰報》首輪Game 6：捍衛自家主場，魔術拚入搶七大戰,賽事戰報,0.9801
115730,NBA》神仙對決  Nikola Jokić超級大三元助金塊力克獨行俠,賽事戰報,0.9801
117895,雷霆大勝火箭 SGA轟51分、探花郎Sheppard先發25分各領風騷,賽事戰報,0.9801
118139,【NBA2024-25】Luka Doncic無力的沉重感，湖人禁區遭公鹿踏平兵敗密爾瓦基,賽事戰報,0.9801
118975,NBA》Kawhi Leonard天神降臨  快艇扳平戰局,賽事戰報,0.9801
117153,【NBA2024-25】太陽三分熱力阻擋快艇，Anthony Davis隻手遮天助湖人防止黃蜂螫傷,賽事戰報,0.98
117814,【NBA2024-25】當塞爾提克敗下陣來，Cade Cunningham率領重建活塞的逆襲爆發,賽事戰報,0.98
119244,《2025 NBA Playoffs》勇士對火箭：火箭掌控節奏，扳平戰局,賽事戰報,0.98
119719,【NBA24-25:季後賽】Haliburton再施魔法加時打，尼克自我瑕疵讓溜馬團隊拔得頭籌,賽事戰報,0.98
107927,關於我用一場大勝變成防守強隊這檔事—奧克拉荷馬雷霆週報（3）,賽事戰報,0.9799
108604,兩場比賽15阻攻是什麼概念—奧克拉荷馬雷霆週報（8）,賽事戰報,0.9799
111229,《烏邦圖戰報》White hot! 攻守壓制熱火 塞爾提克取得聽牌優勢 - BOS vs MIA R1G4,賽事戰報,0.9799
116803,【NBA2024-25】主力輪休難翻覆客場，溜馬全員皆兵橫掃勇士二奪5連勝,賽事戰報,0.9799
111736,NBA季後賽》失誤致命關不了門  溜馬首勝拱手讓給塞爾提克,賽事戰報,0.9798
111737,2024 NBA季後賽東區決賽 塞爾提克vs溜馬 G1 賽後回顧,賽事戰報,0.9798
117703,【NBA2024-25】Luka Doncic繳轉隊代表作力壓Nikola Jokic，湖人擊敗金塊依舊得從防守做起,賽事戰報,0.9798
111347,《2024 Playoffs》灰狼 VS. 金塊G1──缺一不可的團隊勝利,賽事戰報,0.9797
111523,竟敢用我的咒語對付我？淺談溜馬尼克G3,賽事戰報,0.9797
118071,NBA》Jimmy Butler大三元加替補殺出  勇士力退拓荒者持續高歌,賽事戰報,0.9797
118820,《2025 NBA 附加賽》勇士與灰熊賽後：天分與出身的兩組對照,賽事戰報,0.9797
119763,《2025 NBA Playoffs》溜馬對尼克：MSG 成大型圖書館！溜馬再破尼克主場,賽事戰報,0.9797
116205,NBA》Nikola Jokić大三元無助於事  騎士外線轟垮金塊,賽事戰報,0.9796
116718,《眾明星球員缺陣？被遺忘的球星Jaren Jackson Jr統治比賽》-灰熊對獨行俠,賽事戰報,0.9796
117924,【NBA2024-25】不黏球且樂於分享的跑動串連，Stephen Curry全能發揮率勇士翻轉尼克,賽事戰報,0.9796
119151,《2025 NBA Playoffs》Butler回歸再展影響力，勇士獲得聽牌優勢,賽事戰報,0.9796
119696,【NBA24-25:季後賽】灰狼外線不靈難施手腳，外在有影響卻不減雷霆自有實力,賽事戰報,0.9796
110144,太陽三巨頭再次合體  Kevin Durant全力開火迎接Devin Booker歸隊,賽事戰報,0.9795
110715,NBA》勇士團隊26記三分彈創本季新高！浪花兄弟猛轟50分擊退湖人,賽事戰報,0.9795
111494,《2024 NBA季後賽》沒有穩贏的賭局—雷牛系列賽前兩戰回顧,賽事戰報,0.9795
116014,NBA》末節荒腔走板  國王主場不敵籃網,賽事戰報,0.9795
116820,《Ja Morant連續切入致勝與Anthony Edwards的連續三分落空》-灰熊Vs灰狼,賽事戰報,0.9795
118816,《2025 NBA附加賽》Cole Anthony成板凳奇兵！魔術擊敗老鷹闖入季後賽,賽事戰報,0.9795
110085,連四場寫下35分大三元新紀錄！Luka Doncic率隊終止連敗,賽事戰報,0.9794
111488,NBA季後賽》Nembhard關鍵三分幫助溜馬追回1勝 金塊火力復甦大勝灰狼拉近戰局,賽事戰報,0.9794
119040,【NBA24-25:季後賽】分差拉開卻是不同結果，雷霆翻盤聽牌快艇笑傲主場,賽事戰報,0.9794
111148,《奧蘭多戰報》首輪Game 4：進攻就是最好的防守，魔術追平系列賽！,賽事戰報,0.9793
119077,這是你要的Curry 被Box整場依然殺爆全場 勇士2-1取得領先,賽事戰報,0.9793
111334,NBA季後賽》Anthony Edwards狂轟43分續寫紀錄 灰狼粉碎金塊拔得頭籌,賽事戰報,0.9792
113710,《2024巴黎奧運》成功壓制德國雙核，法國險勝德國連續兩屆挑戰奧運金牌,賽事戰報,0.9792
116336,《2024-25 芝加哥公牛例行賽戰報》G25 費城的三人合體單節擊倒公牛,賽事戰報,0.9792
116399,NBA》Giannis Antetokounmpo繳大三元成績 率公鹿擊退雷霆全勝奪NBA Cup冠軍,賽事戰報,0.9792
118197,【2024-25 NBA】雙塔聯手封鎖字母哥 SGA突破對戰魔咒,賽事戰報,0.9792
118498,【NBA2024-25】灰熊換帥仍找不到攻防秩序，Stephen Curry專注奪52分助勇士升位,賽事戰報,0.9792
108876,Nikola Jokić驚天壓哨超大號三分球  金塊末節大逆轉讓勇士飲恨,賽事戰報,0.9791
111061,《2024 NBA 季後賽》快艇進攻迷航、巨星戰落敗！系列戰扳平,賽事戰報,0.9791
111871,NBA季後賽》五分鐘斷線  灰狼要命熄火不敵獨行俠雙星,賽事戰報,0.9791
110957,NBA》熱火大勝公牛闖進季後賽 鵜鶘六度擊退國王將戰雷霆,賽事戰報,0.979
111179,《2024 NBA季後賽》巨星對決！Paul George燃燒自我，攜手James Harden拒絕被聽牌,賽事戰報,0.979
119753,《2025 NBA Playoffs》灰狼對雷霆：MVP 之夜不漏氣，雷霆再退灰狼,賽事戰報,0.979
112136,錯位對決下的陣容差距 塞爾提克總冠軍戰 Game1分析,賽事戰報,0.9789
112285,《2024 NBA總冠軍戰G3點評》：雙J領軍力抗神仙甦醒，獨行俠其餘球員仍舊低迷,賽事戰報,0.9789
115668,《2024-25 芝加哥公牛例行賽戰報》G7 猶他爵士雙衛雙鋒聯手擊退公牛開胡,賽事戰報,0.9789
116119,《2024-25 芝加哥公牛例行賽戰報》G19 巫師首節優勢遭公牛後勢踐踏,賽事戰報,0.9789
119396,《2025 NBA Playoffs》金塊對雷霆：半場創紀錄，雷霆攻防一體，用大勝扳平戰局,賽事戰報,0.9789
111059,《2024 NBA季後賽》Pascal Siakam率隊踐踏公鹿禁區　溜馬校正回歸扳平戰局,賽事戰報,0.9788
111309,你一定要第七球才會進嗎？牛艇G6內容回顧及系列賽總結─查理聊小牛ep15,賽事戰報,0.9788
116971,聯盟龍頭之爭變一面倒？ 雷霆復仇成功的關鍵環節,賽事戰報,0.9788
116979,NBA》交易主角Towns缺席  Anthony Edwards率灰狼扳倒尼克,賽事戰報,0.9788
117788,NBA》騎士外線狂轟，魔術進攻低迷遭遇40分慘敗,賽事戰報,0.9788
112360,【豬籠草上飛】獨行俠vs塞爾提克G5賽前：肩負重返達拉斯的想望，獨行俠們不可能的任務,賽事戰報,0.9787
111960,NBA季後賽》Luka Doncic一錘定音  獨行俠輕取灰狼  隊史第三度闖總冠軍賽,賽事戰報,0.9786
115715,韌性與困境：籃網延長賽憾負塞爾蒂克 暴露關鍵得分短板,賽事戰報,0.9786
107161,《綠血烏邦圖》波士頓塞爾提克 vs 費城七六人 熱身賽觀察,賽事戰報,0.9785
109107,22分落後大逆轉  太陽本季首勝國王,賽事戰報,0.9785
111060,NBA季後賽》灰狼擊退太陽收主場2連勝 Doncic轟32分率小牛扳平快艇,賽事戰報,0.9785
111656,《金塊灰狼系列賽》三連勝後被血洗 45 分！第七戰的天秤到底往哪邊傾斜？,賽事戰報,0.9785
119104,《2025 NBA Playoffs》灰狼VS.湖人G4──殺死比賽的關鍵決策,賽事戰報,0.9785
119538,《2025 NBA Playoffs》溜馬對騎士：Mitchell 隻手難遮天，溜馬淘汰騎士晉級,賽事戰報,0.9785
119751,《2025 NBA Playoffs》灰狼VS.雷霆G2──調整不來的固有缺陷,賽事戰報,0.9785
111886,2024 NBA季後賽西區決賽 灰狼vs獨行俠 G3 賽後回顧,賽事戰報,0.9784
117457,NBA》變陣出奇兵但準頭不佳   Kevin Durant三萬分達標仍吞敗,賽事戰報,0.9784
117698,【NBA2024-25】Jimmy Butler到底能在場上做多少事，讓被勇士捅穿的國王說分明,賽事戰報,0.9784
118084,【NBA2024-25】Klay Thompson打活一個五小陣容，獨行俠傷兵滿營也不能看扁拔除馬刺,賽事戰報,0.9784
107816,《2023-24 RegBulls》Game07：背靠金塊後半場無力抵抗小丑波特,賽事戰報,0.9783
111357,NBA》Donovan Mitchell領軍單節逆轉  騎士在「後LBJ時代」首度晉級第二輪,賽事戰報,0.9783
119560,《2025 NBA Playoffs》灰狼VS.勇士G5──未完待續的第八場勝利,賽事戰報,0.9783
108177,「快艇舊將」Reggie Jackson、DeAndre Jordan發威  領殘陣金塊力克老東家,賽事戰報,0.9782
108754,大勝西區龍頭 終結快艇連勝氣勢！—回顧雷霆本週對決季後賽球隊之旅,賽事戰報,0.9782
111359,《奧蘭多戰報》首輪Game 7：進攻斷線慘遭逆轉，首輪遺憾落敗,賽事戰報,0.9782
119027,《2025 NBA Playoffs》勇士對火箭：找回進攻節奏，火箭一路領先，守住勝利,賽事戰報,0.9782
119266,《2025 NBA Playoffs》快艇對金塊：僅打一節好球，金塊輕鬆擊沉快艇,賽事戰報,0.9782
110883,滑鐵盧式的出局——是什麼造就勇士不堪的慘敗？,賽事戰報,0.9781
119861,《2025 NBA 西區冠軍賽分析》不只是三當家 Chet Holmgren如何成為西決關鍵因子,賽事戰報,0.9781
107109,《綠血烏邦圖》波士頓塞爾提克 vs 紐約尼克 熱身賽觀察,賽事戰報,0.978
109459,《2023-24 RegBulls》Game48：暴龍無困於傷爆射公牛反客為主,賽事戰報,0.978
110270,【公鹿隊賽後分析】外圍狂轟猛炸，團隊24記三分球力壓太陽,賽事戰報,0.978
110712,NBA》公鹿與塞爾提克之戰罰球數寫史上新低 Giannis Antetokounmpo無碰撞卻傷退,賽事戰報,0.978
111620,NBA季後賽》灰狼強力防守再現 金塊慘敗45分寫紀錄,賽事戰報,0.978
119862,【NBA24-25:季後賽】綠葉發光主力跳不出來，當雷霆聽牌下的灰狼還能如何？,賽事戰報,0.978
110311,殘陣灰狼緊咬不放  Michael PorterJr.、Nikola Jokić末節關鍵表現助金塊險勝,賽事戰報,0.9779
110976,《2024 Playoffs》灰狼 VS. 太陽 G1──歡迎見識季後賽的雙塔防守,賽事戰報,0.9779
111894,2024 NBA季後賽東區決賽 塞爾提克vs溜馬 G4 賽後回顧,賽事戰報,0.9779
112191,【豬籠草上飛】獨行俠vs塞爾提克G1和G2：Luka Doncic獨木難支，綠衫軍強勢輾壓,賽事戰報,0.9779
112257,NBA Finals》獨行俠追分止於Luka Doncic犯滿  Brown關鍵進球力保塞爾提克聽牌勝,賽事戰報,0.9779
119045,《2025 NBA Playoffs》活塞對尼克：整場濃濃火藥味，尼克驚險突破活塞主場,賽事戰報,0.9779
115521,NBA》Nikola Jokić再演大三元  金塊延長賽險勝籃網,賽事戰報,0.9778
118261,湖人成功復仇，碎金取得三連勝,賽事戰報,0.9778
119082,驚濤駭浪守下主場 還是得靠Stephen Curry的巨星價值！,賽事戰報,0.9778
119633,NBA》金塊筋疲力盡無力抗衡  雷霆輕取過關闖西區決賽,賽事戰報,0.9778
110983,NBA季後賽》尼克力壓76人奪季後賽首勝 湖人遭金塊逆轉苦吞跨季對戰9連敗,賽事戰報,0.9777
111452,78次的不利吹判導致0-2還是另有原因？淺談溜馬尼克G2,賽事戰報,0.9777
111531,NBA季後賽》溜馬主場狂電尼克扳平戰局 Jokic率金塊客場取勝追平灰狼,賽事戰報,0.9777
113071,【豬籠草上飛】2K25公牛夏聯戰報(1)：首戰遇公鹿，喜見開門紅,賽事戰報,0.9777
117810,【NBA2024-25】欠缺禁區門神宛如空洞，火箭強打痛點力壓馬刺原地起飛,賽事戰報,0.9777
107840,《2023-24 RegBulls》Game08：製造失誤把握三分牛轉爵士樂,賽事戰報,0.9776
109214,Joel Embiid狂砍70分寫歷史  七六人六連勝,賽事戰報,0.9776
112121,NBA Finals》Kristaps Porziņģis歸隊  塞爾提克六人核心齊力搶總冠軍賽首勝,賽事戰報,0.9776
116038,NBA》Dennis Schröder歸隊   「矮」籃網逆襲扳倒勇士,賽事戰報,0.9776
116112,【公鹿隊賽後分析】延續現在的氣勢，接下來是魔鬼賽程,賽事戰報,0.9776
116252,【豬籠草上飛】嘩！英雄，還得是你啊！熱騎交鋒賽後談,賽事戰報,0.9776
116835,NBA》騎士關鍵「八分鐘當機」  溜馬下半場嚴防終止騎士12連勝,賽事戰報,0.9776
119025,【NBA24-25:季後賽】騎士用三分強勢撲火，魔術進攻有韌性仍敗塞爾提克,賽事戰報,0.9776
119563,《2025 NBA Playoffs》勇士對灰狼：失誤過多不礙事，灰狼連兩年晉級西區冠軍賽,賽事戰報,0.9776
107477,《2023-24北大荒札記》G1－在鎂光燈聚焦以後,賽事戰報,0.9775
111105,家庭革命失敗！無解的丹佛雙側翼與金塊爸爸的三連勝,賽事戰報,0.9775
115444,《2024-25 芝加哥公牛例行賽戰報》G2 密爾瓦基公鹿的外圍防守,賽事戰報,0.9775
115694,【公鹿隊賽後分析】非常重要的一勝，但切記，這也只是一勝,賽事戰報,0.9775
119732,一場寫進歷史的逆轉！從Nesmith Time到哈利掐喉，溜馬拿下東區決賽G1,賽事戰報,0.9775
119795,《2025 NBA Playoffs》灰狼VS.雷霆G3──徹底革除的中距離出手,賽事戰報,0.9775
110908,NBA》費城76人逆轉邁阿密熱火將戰尼克 芝加哥公牛大勝亞特蘭大老鷹,賽事戰報,0.9774
111553,NBA季後賽》Tatum、Brown聯手奪60分助塞爾提克聽牌 SGA砍34分率雷霆驚險逆轉小牛,賽事戰報,0.9774
119078,《2025 NBA Playoffs》絕地反擊也克服不了的絕殺補灌，快艇2：2金塊,賽事戰報,0.9774
104886,濺起自由市場水花之後 火箭真的原地進化了嗎？,球隊分析,0.9773
106286,《2023世界盃》見證歷史的一刻：德國擊敗美國昂首挑戰世界第一,賽事戰報,0.9773
116155,《2024-25 芝加哥公牛例行賽戰報》G22 籃網傷兵陣不敵公牛新秀突破表現,賽事戰報,0.9773
116527,NBA》Jaden Ivey致勝「四分打」  活塞末節追擊逆轉勝國王,賽事戰報,0.9773
117074,【NBA2024-25】洛城雙雄的精采表現，體現防守完全不合格的塞爾提克險境,賽事戰報,0.9773
119059,《2025 NBA Playoffs》雙星合砍61分！魔術第三節逆轉奪下首勝,賽事戰報,0.9773
107467,《綠血烏邦圖》勇於揮別過去 但能否邁開下一步呢？—— 波士頓塞爾提克2023-24球季 開季分析,球隊分析,0.9772
112128,《2024 NBA總冠軍戰G1點評》：綠色神盾創造獨行俠的0與1,賽事戰報,0.9772
119175,《2025 NBA Playoffs》爭議判決加上三分雨，衛冕軍第三節一波流，擊敗魔術晉級,賽事戰報,0.9772
119199,《2025 NBA Playoffs》勇士對火箭：燃料加滿，火箭一飛沖天甩掉勇士...？,賽事戰報,0.9772
119881,《2025 NBA Playoffs》灰狼對雷霆：密不透風的防守，雷霆強勢關門，晉級總冠軍賽,賽事戰報,0.9772
110413,NBA》進入21世紀後的最高得分！湖人5分差距擊退溜馬奪三連勝,賽事戰報,0.9771
116742,NBA》熱火區域聯防奏效  封鎖勇士終止連敗,賽事戰報,0.9771
119451,慘遭逆轉真的只是三分球投不進？淺談塞爾提克失去紀律性的下半場,賽事戰報,0.9771
111039,NBA》Jamal Murray致勝一擊甩低迷  金塊逆轉湖人奪二連勝,賽事戰報,0.977
111231,Tyrese Maxey神奇續命！尼克擦肩而過的關門勝利,賽事戰報,0.977
116526,NBA》SGA一夫當關   雷霆團隊僅三失誤逆轉擊敗溜馬,賽事戰報,0.977
116778,《關鍵的西區第二位爭奪戰》-灰熊Vs火箭,賽事戰報,0.977
117727,NBA》雷霆三分線外「六連轟」  阻擋灰狼逆襲完成復仇,賽事戰報,0.977
111029,《NBA Playoffs》公鹿溜馬系列賽Game 1：論得分天賦,賽事戰報,0.9769
113662,《巴黎奧運》Nikola Jokić強勢關門  塞爾維亞大逆轉力退澳洲闖四強,賽事戰報,0.9769
119364,《2025 NBA Playoffs》溜馬對騎士：最過譽球員準絕殺！溜馬再破騎士主場,賽事戰報,0.9769
119413,【NBA24-25:季後賽】灰狼攻防回魂扳平局勢，勇士嘗試組合備戰得心態輔佐,賽事戰報,0.9769
107685,【公鹿隊賽後分析】外線彈無虛發，關鍵時刻手錶該拿出來了,賽事戰報,0.9768
111100,《2024 NBA Playoffs》獨行俠對快艇第二戰：不能失常的防守,賽事戰報,0.9768
